,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Fruit Type,Bounty
1030,Neptune,611.0,Neptune Family,King of the Ryugu Kingdom,Alive,July 3,0,0,0,0,Grand Line,70.0,1220.0,X,,
1031,Nerine,514.0,Kuja,Kuja warrior,Alive,December 15,0,0,0,0,Calm Belt,,,,,
1032,Nero,367.0,CP9  (former),Cipher Pol Agent  (former),Unknown,January 26,0,0,0,0,West Blue,20.0,202.0,X,,
1033,St. Imu,1085.0,World Government (First Twenty),Founder of the World Government,Unknown,,0,0,0,0,,,,,,
1034,Nezumi,69.0,Marines,Marine Captain,Alive,December 12,0,0,0,0,East Blue,34.0,182.0,XF,,100000000.0
1035,Nico Olvia,392.0,Ohara Archaeologists,Archaeologist,Deceased,February 6,0,0,0,0,West Blue,,186.0,S,,79000000.0
1036,Nico Robin,114.0,Straw Hat Pirates,Archaeologist,Alive,February 6,1,0,0,0,West Blue,28.0,188.0,S,Paramecia,930000000.0
1037,Abscondo,398.0,,Citizen,Alive,,0,0,0,0,,,,,,
1038,Nightcrab-Girl,980.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
1039,Guppy Mermaid Quintuplets,608.0,,,Alive,,0,0,0,0,Grand Line,,,,,
1040,Nika,1018.0,,,Unknown,,0,0,0,0,,,,,,
1041,"Gyoro, Nin, Bao",449.0,Thriller Bark Pirates,Soldier Zombies[citation needed],Deceased,,0,0,0,0,,,,,,
1042,CarrotNinjin,23.0,Usopp Pirates (disbanded),Pretend Pirate (formerly),Alive,February 2,0,0,0,0,East Blue,9.0,127.0,X,,
1043,Ninth,558.0,Ally of the Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1044,Nitro,651.0,Big Mom Pirates,,Alive,,0,0,0,0,,,,,,
1045,"Domo-kun, Nnke-kun",9.0,,,Alive,January 30,0,0,0,0,,,,,,
1046,Aristocroc,831.0,Big Mom Pirates,,Alive,October 17,0,0,0,0,,,,,,
1047,Nodoi Wakan,948.0,Beasts Pirates,Waiter,Alive,,0,0,0,0,,,,,,
1048,Nokokuwa Police,978.0,Beasts Pirates (Armored Division),Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
1049,Nokotti,936.0,Beasts Pirates,Waiter,Alive,,0,0,0,0,,,,,,
1050,Nojiko,70.0,Bell-mère's mikan,Mikan Farmer,Alive,July 25,0,0,0,0,East Blue,20.0,170.0,S,,
1051,Nola,255.0,Shandia,,Alive,March 10,0,0,0,0,,419.0,,,,
1052,Stray Fox,598.0,Fake Straw Hat Crew,Pet,Alive,April 10,0,0,0,0,East Blue,13.0,103.0,,,
1053,Noriko,940.0,,,Alive,,0,0,0,0,,,,,,
1054,Nori-no Suke,961.0,,Shaman (self-proclaimed),Unknown,,0,0,0,0,,,,,,
1055,,579.0,Ally of the Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1056,Nubon,711.0,Tontatta Kingdom ,Pirate,Alive,,0,0,0,0,,,,,,
1057,Snott Mee,37.0,Black Cat Pirates,Shipwright,Deceased,July 18,0,0,0,0,East Blue,,,,,
1058,Nure-Onna,998.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
1059,Calicoach,842.0,,Steed,Alive,May 28,0,0,0,0,,,,,,
1060,Meormeow Meormani,,,Fashion designer,Alive,,0,0,0,0,,,,,,
1061,Oars,456.0,Thriller Bark Pirates,Special Zombie,Deceased,October 4,0,0,0,0,North Blue,,6700.0,F,,
1062,Octopako,203.0,,,Alive,August 5,0,0,0,0,Grand Line,,,,,
1063,Wang Zhi,1155.0,Rocks Pirates (former),Pirate Guru,Unknown,,0,0,0,0,,,,,,
1064,Ohm,241.0,God's Army (former),Priest of Enel  (former),Unknown,March 25,0,1,0,0,Sky Islands,27.0,189.0,XF,,
1065,Oyday,909.0,,,Alive,,0,0,0,0,,,,,,
1066,Oimo,377.0,World Government  (defected ),Pirate,Alive,January 6,0,0,0,0,Grand Line,151.0,1600.0,F,,
1067,Oiwa,960.0,,,Unknown,,0,0,0,0,,,,,,
1068,Okame,163.0,Sand-Sand Clan (former),Rebel (former),Alive,,0,0,0,0,,,,,,
1069,Ryce,224.0,Hokahoka Pirates,Pirate ,Alive,,0,0,0,0,,,,,,
1070,Olav,1134.0,Walrus School,Student,Alive,,0,0,0,0,,,,,,
1071,Crone Oli,1076.0,Red Hair Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
1072,Oliva,,Whitebeard Pirates (former),Boss of Port Chibaralta Island (former),Alive,,0,0,0,0,,,,,,
1073,Ohmasa,952.0,Ninja-Pirate-Mink-Samurai Alliance (disbanded),Yakuza boss,Alive,,0,0,0,0,,,,,,
1074,Onigumo,420.0,Marines,Vice Admiral,Alive,February 8,0,0,0,0,,,,,,500000000.0
1075,Onimaru,936.0,Shimotsuki Family (Shimotsuki Ushimaru),Warrior Monk,Alive,November 19,1,0,0,0,Grand Line,69.0,428.0,X,Mythical Zoan,
1076,Oran,391.0,,,Deceased,,0,0,0,0,,,,,,
1077,Olombus,704.0,Yonta Maria Grand Fleet,Captain of the Seventh Ship of the Straw Hat Grand Fleet,Alive,June 23,0,0,0,0,Grand Line,42.0,480.0,X,,1.4800000098e+16
1078,Ossamond,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1079,Otohime,621.0,Neptune Family,Queen of the Ryugu Kingdom,Deceased,January 10,0,1,0,0,Grand Line,,224.0,S,,
1080,Ottoland,329.0,Franky Family,Dismantler,Alive,,0,0,0,0,,,,,,
1081,Outlook III,585.0,,Noble,Alive,,0,0,0,0,,,,,,
1082,KozePacky,96.0,Yes Pirates,Pirates,Alive,May 27,0,0,0,0,East Blue,,,,,
1083,Pagaya,239.0,,Engineer,Alive,August 17,0,0,0,0,Grand Line,52.0,179.0,F,,
1084,Page One,929.0,Yamato,Shinuchi,Alive,February 10,1,1,1,0,Grand Line,20.0,171.0,X,Ancient Zoan,290000000.0
1085,Palms,553.0,His own crew,Pirate,Alive,March 11,0,0,0,0,,,,,,
1086,Panda ManPandaman,44.0,,Wrestler,Alive,February 29,0,0,0,0,Tibet,0.0,200.0,,,3333333.0
1087,Panda WomanPandawomanmi,517.0,Easter Egg,,Alive,February 29,0,0,0,0,Calm Belt,,,,,
1088,Pandora,867.0,Carmel,,Unknown,,0,0,0,0,,,,,,
1089,Justy Tinbread,525.0,,,Alive,June 29,0,0,0,0,Grand Line,,,,,
1090,Pansy,515.0,Kuja,Warrior,Alive,July 20,0,0,0,0,Calm Belt,,,,,
1091,Papaneel,621.0,,Robber (formerly),Alive,,0,0,0,0,Grand Line,,,,,
1092,Papas,1039.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1093,Pappagu,195.0,Criminal brand,Fashion Designer,Alive,September 21,0,0,0,0,Grand Line,31.0,50.0,XF,,
1094,Pert,498.0,Bonney Pirates,Fishmonger (former),Alive,,0,0,0,0,South Blue,,,,,
1095,Pasia,501.0,,"Dancer, Slave  (former)",Alive,February 21,0,0,0,0,South Blue,20.0,,,,
1096,Patty,44.0,Baratie,Patissier,Alive,March 12,0,0,0,0,East Blue,27.0,204.0,X,,
1097,Paulie,323.0,Galley-La Company,Vice President of Galley-La ,Alive,July 8,0,0,0,0,Grand Line,24.0,195.0,S,,
1098,Pavlik,553.0,Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1099,Peachbeard,904.0,Peachbeard Pirates,Pirate,Alive,March 27,0,0,0,0,,,,,,52000000.0
1100,Pearl,54.0,Krieg Pirates,Commander of the Krieg Pirates' second unit,Alive,July 11,0,0,0,0,East Blue,23.0,239.0,F,,
1101,Peepley Lulu,323.0,Galley-La Company,Dock 1 Foreman,Alive,January 2,0,0,0,0,Grand Line,31.0,206.0,S,,
1102,Pedro,805.0,Mokomo Dukedom,Captain of the Guardians,Deceased,June 16,0,1,1,0,Grand Line,,233.0,F,,382000000.0
1103,Pekkori,524.0,Harahettania,Village Mayor,Alive,,0,0,0,0,,,,,,
1104,Pekoms,651.0,Big Mom Pirates,Combatant,Unknown,April 11,1,1,1,0,,27.0,232.0,S,Zoan,330000000.0
1105,Pell,155.0,Arabasta Kingdom,Commander of Royal Guards,Alive,August 23,1,0,0,0,Grand Line,33.0,189.0,X,Zoan,
1106,Pellini,711.0,Tontatta Kingdom,Pirate,Alive,,0,0,0,0,,,,,,
1107,Penguin,498.0,Heart Pirates ,Pirate,Unknown,April 25,0,0,0,0,North Blue,26.0,,X,,
1108,Peppoko,2.0,Alvida Pirates (disbanded),Pirate,Alive,September 2,0,0,0,0,East Blue,,,,,
1109,Perona,443.0,Thriller Bark Pirates (Mysterious Four),Pirate,Alive,June 7,1,0,0,0,West Blue,23.0,160.0,XF,Paramecia,
1110,Peterman,499.0,Hound Pets,Slave trader,Alive,January 4,0,0,0,0,,,,,,
1111,Peetamu,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1112,Pica,700.0,Donquixote Pirates,Pirate Executive Officer,Alive,December 14,1,1,1,0,North Blue,40.0,470.0,X,Paramecia,99000000.0
1113,Pickles,309.0,Foxy Pirates (former),Pirate,Alive,January 9,0,0,0,0,,,,,,
1114,Pierre,237.0,Gan Fall,Gan Fall's Pet,Alive,October 8,1,0,0,0,,,,,Zoan,
1115,PepperPieman,23.0,Usopp Pirates (disbanded),Pretend Pirate (former),Alive,April 9,0,0,0,0,East Blue,9.0,120.0,XF,,
1116,Pike,652.0,Marines,Marine Officer[citation needed],Alive,,0,0,0,0,,,,,,
1117,Pinky,8.0,,,Alive,September 29,0,0,0,0,East Blue,,,,,
1118,Piper,1130.0,New Giant Warrior Pirates,,Alive,,0,0,0,0,,,,,,
1119,Pisaro,72.0,Arlong Pirates,Pirate,Alive,August 14,0,0,0,0,Grand Line,,,,,
1120,Saint Pluming,1083.0,World Government,World Noble,Alive,,0,0,0,0,,,,,,
1121,Poker,997.0,"Beasts Pirates,  Tama",Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
1122,Polo Gram,1162.0,Polo Pirates,Pirate Captain,Unknown,,0,0,0,0,,,,,,
1123,"Pump,Pomp",1029.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1124,Pomsky,1089.0,Marines,Vice Admiral,Alive,,1,0,0,0,,,,,Zoan,500000000.0
1125,Poppoko,2.0,Alvida Pirates (disbanded),Pirate,Alive,September 2,0,0,0,0,East Blue,,,,,
1126,Poppy,515.0,Kuja,Warrior,Alive,May 17,0,0,0,0,Calm Belt,,,,,
1127,Porche,305.0,Foxy Pirates,Pirate,Alive,November 16,0,0,0,0,,,,,,
1128,Porchemy,583.0,Bluejam Pirates,Pirate,Deceased,April 3,0,0,0,0,East Blue,,320.0,X,,3400000.0
1129,Poro,14.0,Orange Town,Bookstore Owner,Alive,May 11,0,0,0,0,East Blue,,,,,
1130,Portgas D. Ace,154.0,Whitebeard Pirates,2nd Division Commander,Deceased,January 1,1,0,0,0,South Blue,,103.0,S,Logia,550000000.0
1131,Portgaz D. Rouge,550.0,Gol D. Roger,,Deceased,June 10,0,0,0,0,,,,,,
1132,Potato,498.0,Bonney Pirates,Fishmonger (former),Alive,,0,0,0,0,South Blue,,,,,
1133,,908.0,Levely,King,Alive,,0,0,0,0,,,,,,
1134,Potsun,217.0,,Doctor,Alive,,0,0,0,0,,,,,,
1135,Pound,831.0,Charlotte Family (Former) ‡,,Alive,August 21,0,0,0,0,Grand Line,48.0,731.0,F,,
1136,Prince Grus,966.0,Marines (G-14),Rear Admiral,Alive,October 20,1,1,1,0,West Blue,29.0,205.0,X,Unknown,500000000.0
1137,Prometheus,827.0,Big Mom Pirates,,Unknown,July 19,0,0,0,0,Grand Line,,239.0,,,
1138,Purinpurin,75.0,"Marines, Marine 77th Branch",Marine Commodore,Deceased,May 16,0,0,0,0,East Blue,,,,,
1139,Pudos,924.0,,Waiter,Alive,,0,0,0,0,,,,,,
1140,Puppu,155.0,Pirate crew,"Pirate, Captain",Unknown,,0,0,0,0,,,,,,
1141,Pururu,1079.0,Bourgeois Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
1142,Pacifista,,Marines,Cyborgs,,,0,0,0,0,,,,,,
1143,Pacifista,,Marines,Cyborgs,,,0,0,0,0,,,,,,
1144,Pacifista,,Marines,Cyborgs,,,0,0,0,0,,,,,,
1145,Pacifista,,Marines,Cyborgs,,,0,0,0,0,,,,,,
1146,,,,,,,0,0,0,0,,,,,,
1147,Queen,920.0,Beasts Pirates,All-Star,Alive,July 13,1,1,1,0,Grand Line,56.0,612.0,XF,Ancient Zoan,1320000000.0
1148,Queen Mama Chanter,730.0,,,Active,,0,0,0,0,,,,,,
1149,Quincy,1039.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1150,Rabbit-Man,916.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
1151,RabianRabiyan,827.0,Big Mom Pirates,,Alive,,0,0,0,0,,,,,,
1152,Raccoon,,,Pirate Captain,Unknown,,0,0,0,0,,,,,,75000000.0
1153,Ragnir,1130.0,Loki,Loki's warhammer,Alive,,0,0,0,0,,0.0,,,,
1154,Rydin,129.0,Giant Warrior Pirates (former),Pirate (former),Alive,November 14,0,0,0,0,,102.0,,,,
1155,Raijin,931.0,Beasts Pirates,Ninja,Alive,June 4,0,0,0,0,Grand Line,45.0,200.0,X,,
1156,Raizo,817.0,Kouzuki Family,Daimyo,Alive,February 26,1,1,1,0,Grand Line,35.0,311.0,X,Paramecia,
1157,Raki,249.0,Shandia,Shandia Warrior,Alive,July 7,0,0,0,0,Sky Islands,20.0,179.0,S,,
1158,Rakuda,929.0,,,Alive,,0,0,0,0,,,,,,
1159,Dr. Noshirtkutz Tofayme,963.0,Germ Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1160,Rakuyo,553.0,Whitebeard Pirates,7th Division Commander,Alive,September 8,0,0,0,0,South Blue,,,,,
1161,Ramba,551.0,Subordinate of the Whitebeard Pirates,Pirate,Alive,July 10,0,0,0,0,,,,,,
1162,Ramen,823.0,Happo Navy,King,Alive,,0,0,0,0,,,,,,
1163,Rampo,711.0,Tontatta Kingdom,"Vice-chief (副長, Fukuchō?)",Alive,,0,0,0,0,,,,,,
1164,Ran,516.0,Kuja Pirates,Pirate,Alive,November 24,0,0,0,0,Calm Belt,,,,,
1165,Randolph,827.0,Big Mom Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1166,Langram,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1167,Ratatoskr,1175.0,Warrior God,,Unknown,,0,0,0,0,,,,,,
1168,Ratel,1073.0,Marines,Marine Captain,Alive,,0,0,0,0,,,,,,100000000.0
1169,Rebecca,704.0,Dressrosa,"Lady-in-waiting,  Gladiator (former), Princess Of Dressrosa (former)",Alive,August 4,0,1,0,0,Grand Line,16.0,171.0,S,,
1170,"Wreck,Reck",1038.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1171,Recycollie,1063.0,Vegapunk,,Alive,,0,0,0,0,,,,,,
1172,Red King,1078.0,Marines,Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
1173,Redwolf,980.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
1174,Reforte,556.0,Whitebeard Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1175,Renona Topakka,963.0,,,Deceased,,0,0,0,0,,,,,,
1176,RichieRichy,9.0,Cross Guild,Pet,Alive,July 23,0,0,0,0,,,,,,
1177,Rika,3.0,Marine 153rd Branch,Waitress,Alive,June 18,0,0,0,0,East Blue,,,,,
1178,Riku Doldo III,706.0,Riku Family,King,Alive,June 27,0,0,0,0,Grand Line,60.0,261.0,S,,
1179,Saint Rimoshifu Killingham,1140.0,Knights of God,,Alive,,1,0,0,0,,,,,Mythical Zoan,
1180,Rindo,516.0,Kuja Pirates,Pirate,Alive,September 16,0,0,0,0,Calm Belt,,,,,
1181,Lint,391.0,Ohara Archaeologists,Archaeologist,Deceased,,0,0,0,0,,,,,,
1182,Ripley,1134.0,Walrus School,Warrior,Alive,,0,0,0,0,,80.0,,,,
1183,Ripper,7.0,"Marines, Marine 153rd Branch",Marine Commander,Alive,June 13,0,0,0,0,East Blue,,,,,1000000.0
1184,Ririka,4.0,,Bartender,Alive,November 15,0,0,0,0,East Blue,,,,,
1185,Risky Brothers,451.0,Perona,Wild Zombies,Deceased,,0,0,0,0,,,,,,
1186,Risky Brothers,475.0,Rolling Pirates,Pirates,Alive,,0,0,0,0,,,,,,
1187,Rivers,223.0,Bellamy Pirates,Gunner,Unknown,,0,0,0,0,North Blue,,,,,
1188,Rodo,898.0,"Straw Hat Grand Fleet (New Giant Warrior Pirates), Land of Gods, Buggy's Delivery (former)",Navigator,Alive,February 19,0,0,0,0,Grand Line,63.0,2600.0,,,
1189,Rob Lucci,323.0,CP0,Cipher Pol Agent,Alive,June 2,1,1,1,0,Grand Line,28.0,212.0,XF,Zoan,
1190,Robson,135.0,Drum Kingdom (former),Wapol's Pet,Unknown,,0,0,0,0,,,,,,
1191,Roshu,391.0,Ohara Archaeologists,Archaeologist,Deceased,,0,0,0,0,,,,,,
1192,,,,,,,0,0,0,0,,,,,,
1193,,,,,,,0,0,0,0,,,,,,
1194,Rocks D. Xebec,957.0,Rocks Pirates,Pirate Captain,Deceased,,0,0,1,1,West Blue,,,,,0.0
1195,Rockstar,234.0,Red Hair Pirates,Pirate,Alive,June 9,0,0,0,0,,,,,,94000000.0
1196,Roddy,805.0,Mokomo Dukedom,Guardian,Alive,,0,0,0,0,,,,,,
1197,Roji,391.0,,Housewife,Deceased,,0,0,0,0,,,,,,
1198,Rokkaku,4.0,Marines (153rd Branch),Marine Lieutenant Junior Grade,Alive,June 19,0,0,0,0,East Blue,,,,,1000000.0
1199,Rokki,1036.0,Beasts Pirates (Numbers),,Alive,,0,0,0,0,,,,,,
1200,Rolling Logan,706.0,Majiatsuka Kingdom,Army Commander  (Viz: Military Captain),Alive,,0,0,0,0,,,,,,
1201,Ronja,1134.0,Walrus School,Student,Alive,,0,0,0,0,,,,,,
1202,Roronoa Arashi,,,,Deceased,,0,0,0,0,,,,,,
1203,Roronoa Pinzolo,,,Swordsman,Unknown,,0,0,0,0,,,,,,
1204,Roronoa Zoro,3.0,Straw Hat Pirates,Master Swordsman,Alive,November 11,0,0,0,0,East Blue,19.0,181.0,XF,,1111000000.0
1205,Roshio,222.0,Roshio Pirates,Pirate Captain,Alive,June 15,0,0,0,0,,,,,,42000000.0
1206,Ross,223.0,Bellamy Pirates,Combatant,Unknown,,0,0,0,0,North Blue,,,,,
1207,Saint Charlos,499.0,World Government (Rosward Family),World Noble,Alive,June 1,0,0,0,0,Red Line,22.0,230.0,XF,,
1208,Roswald,497.0,World Government (Rosward Family),World Noble,Alive,June 28,0,0,0,0,Red Line,53.0,215.0,XF,,
1209,Saint Rosward Shalria,497.0,World Government (Rosward Family),World Noble,Alive,March 29,0,0,0,0,Red Line,15.0,178.0,XF,,
1210,Lowwing,967.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1211,Roxanne,46.0,,,Alive,January 23,0,0,0,0,East Blue,,,,,
1212,Reuder,550.0,,Reporter,Alive,,0,0,0,0,,33.0,,,,
1213,,,,,,,0,0,0,0,,,,,,
1214,Lun,679.0,Caesar Clown (former),Pirate (former),Alive,,0,0,0,0,,,,,,
1215,Rush,558.0,Ally of the Whitebeard Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
1216,Russian,775.0,,,Deceased,,0,0,0,0,,,,,,
1217,Ryuboshi,609.0,Neptune Family,Prince of the Ryugu Kingdom,Alive,June 24,0,0,0,0,Grand Line,23.0,544.0,S,,
1218,Ryuma,448.0,Thriller Bark Pirates,General Zombie,Deceased,,0,0,0,0,,,179.0,,,
1219,Ryunosuke,803.0,,,Deceased,,0,0,0,0,,,,,,
1220,S-Bear,1062.0,Seraphim (Pacifista),,Alive,,1,1,1,0,Grand Line,2.0,660.0,X (Green Blood),Artificial Paramecia,
1221,S-Hawk,1059.0,Seraphim (Pacifista),,Alive,,1,1,1,0,Grand Line,2.0,212.0,S (Green Blood),Artificial Paramecia,
1222,S-Shark,1065.0,Seraphim (Pacifista),,Alive,,1,1,1,0,Grand Line,2.0,320.0,F (Green Blood),Artificial Paramecia,
1223,S-Snake,1059.0,Seraphim (Pacifista),,Alive,,1,1,1,0,Grand Line,2.0,208.0,S (Green Blood),Artificial Paramecia,
1224,Saber,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1225,Sabo,583.0,Revolutionary Army,"Chief of Staff (参謀総長, Sanbō Sōchō?) of the Revolutionary Army",Alive,March 20,1,1,1,0,East Blue,10.0,187.0,X,Logia,0.0
1226,Sadie,531.0,Impel Down,"Chief Guard (獄卒長, Gokusotsu Chō?)",Alive,March 5,0,0,0,0,Grand Line,21.0,183.0,S,,
1227,Sai,704.0,Happo Navy,Captain of the Third Ship of the Straw Hat Grand Fleet,Alive,August 13,0,1,1,0,West Blue,28.0,242.0,F,,210000000.0
1228,Saikoro,915.0,,,Unknown,,0,0,0,0,,,,,,
1229,Saitank,993.0,Beasts Pirates (Armored Division),Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
1230,Sakazuki,397.0,Marines,Fleet Admiral,Alive,August 16,1,1,1,0,North Blue,55.0,306.0,F,Logia,5000000000.0
1231,Osaki,940.0,,,Alive,,0,0,0,0,,,,,,
1232,Saldeath,530.0,Impel Down,"Chief Guard (牢番長, Rōban Chō?)",Alive,June 8,0,0,0,0,Grand Line,16.0,218.0,F,,
1233,Salome,516.0,Kuja Pirates,Snake Weapon,Alive,March 6,0,0,0,0,,,,,,
1234,Sam,94.0,Easter Egg,,Alive,October 21,0,0,0,0,East Blue,,,,,
1235,,908.0,Levely,King,Alive,,0,0,0,0,,,,,,
1236,Samurai Batts,117.0,,,Alive,March 8,0,0,0,0,Grand Line,,,,,
1237,Thanklin,557.0,Brook (former),"Thief, Manager (former)",Alive,,0,0,0,0,,,,,,
1238,Sandayu,928.0,Komurasaki,Bodyguard,Alive,,0,0,0,0,,,,,,
1239,Sanji,43.0,Straw Hat Pirates,Cook,Alive,March 2,0,1,1,0,North Blue,19.0,180.0,S (RH-),,1032000000.0
1240,San Juan Wolf,575.0,Blackbeard Pirates,Titanic Captain (Captain of the Seventh Ship),Alive,March 2,1,0,0,0,West Blue,97.0,18000.0,S,Paramecia,0.0
1241,Guppy Mermaid Quintuplets,608.0,,,Alive,,0,0,0,0,Grand Line,,,,,
1242,Sapee,98.0,,Fishmonger,Alive,March 22,0,0,0,0,East Blue,,,,,
1243,Sarahebi,919.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
1244,Sarai,964.0,Takotopus Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1245,Sarfunkel,620.0,Gaimon,,Alive,,0,0,0,0,,,,,,
1246,Sally Isntoinette,823.0,Goa Kingdom,Queen of the Goa Kingdom,Alive,July 31,0,0,0,0,,,,,,
1247,Sarquiss,222.0,Bellamy Pirates,First Mate  (former),Unknown,July 12,0,0,0,0,North Blue,25.0,228.0,F,,38000000.0
1248,Salou,497.0,Rosward Family,Pet,Alive,March 28,0,0,0,0,,,,,,
1249,Sarutobi,931.0,Beasts Pirates,Ninja,Alive,March 12,0,0,0,0,Grand Line,45.0,378.0,F,,
1250,Sasaki,977.0,Beasts Pirates (Tobiroppo),Shinuchi,Alive,February 3,1,1,1,0,Grand Line,34.0,318.0,XF,Ancient Zoan,472000000.0
1251,Saint Satchels Maffey,1160.0,Knights of God,,Unknown,,0,0,0,0,,,,,,
1252,Satori,241.0,God's Army,Priest of Enel,Unknown,March 10,0,1,0,0,Sky Islands,25.0,179.0,S,,
1253,Sauce,906.0,Levely,King,Alive,,0,0,0,0,,,,,,
1254,Scales,525.0,Poseidon,,Alive,,0,0,0,0,,,,,,
1255,Scarlet,721.0,Riku Family,Princess (former),Deceased,October 28,0,0,0,0,,,,,,
1256,Schollzo,325.0,Franky Family,Dismantler,Alive,,0,0,0,0,,,,,,
1257,Scimitarta,1122.0,Endurance Curry Pirates,Pirate,Alive,,0,0,0,0,,,,,,
1258,Scopper Gaban,19.0,Roger Pirates (former),Pirate (former),Alive,,0,1,1,1,,80.0,,,,
1259,Scorpion-Lady,993.0,Beasts Pirates (Armored Division),Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
1260,Yeti Cool Brothers,665.0,Caesar Clown,Mercenaries,Unknown,December 11,0,0,0,0,Grand Line,25.0,4250.0,S (RH-),,20000000.0
1261,Scotch,595.0,Beasts Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1262,Scratchmen Apoo,498.0,On Air Pirates ,Pirate Captain,Alive,March 19,1,1,1,0,Grand Line,29.0,256.0,XF,Paramecia,350000000.0
1263,Sea Boar,191.0,Sea Floor,,Alive,,0,0,0,0,,,,,,
1264,Seagull Ganz Nozudon,0.0,Roger Pirates (former),Pirate,Unknown,,0,0,0,0,,,,,,
1265,Seamars,440.0,Space Pirates,"Captain, Pirate",Alive,,0,0,0,0,,,,,,
1266,Seira,608.0,Mermaid Cafe,Dancer,Alive,,0,0,0,0,Grand Line,,,,,
1267,Seki,908.0,Levely,King  (former),Unknown,,0,0,0,0,,,,,,
1268,Sengoku,234.0,Marines  (semi-retired),Inspector General,Alive,May 9,1,1,1,1,South Blue,77.0,278.0,F,Mythical Zoan,
1269,Sen-no-Rikyuru,1053.0,,Master of Tea Ceremonies,Alive,,0,0,0,0,,,,,,
1270,Señor Pink,702.0,Donquixote Pirates,Pirate Officer,Alive,June 12,1,0,0,0,North Blue,46.0,244.0,X,Paramecia,58000000.0
1271,Sentomaru,497.0,Marines (former),Marine Officer (former),Alive,March 10,0,1,1,0,Grand Line,32.0,279.0,F,,500000000.0
1272,Serizawa,915.0,,Dyer,Alive,,0,0,0,0,,,,,,
1273,Seto,287.0,Shandia,,Deceased,July 16,0,0,0,0,,,,,,
1274,Shachi,498.0,Heart Pirates ,Pirate,Unknown,April 7,0,0,0,0,North Blue,25.0,,X,,
1275,,,,,,,0,0,0,0,,,,,,
1276,Shakuyaku,498.0,Shakky's Rip-off Bar,Bartender,Alive,May 8,0,0,0,0,,62.0,186.0,X,,
1277,SiamSham,31.0,Black Cat Pirates,Pirate Officer,Alive,April 19,0,0,0,0,East Blue,21.0,201.0,X,,7000000.0
1278,Shamba,524.0,Torino Kingdom,,Alive,November 8,0,0,0,0,,,,,,
1279,Shandia Chief,275.0,Shandia,Chief of Shandia,Alive,October 4,0,0,0,0,Sky Islands,63.0,179.0,X,,
1280,Shanks,1.0,Red Hair Pirates,Chief,Alive,March 9,0,1,1,1,West Blue,39.0,132.0,XF,,4048900000.0
1281,Sharingle,428.0,Marines,Marine Captain,Alive,,1,0,0,0,,,,,Paramecia,100000000.0
1282,Sheepshead,795.0,Beasts Pirates,"Shinuchi of the Gifters (ギフターズ真打ち, Gifutāzu Shin'uchi?)",Unknown,June 6,1,0,0,0,Grand Line,24.0,293.0,F,Artificial Zoan,
1283,Sherry,304.0,,Pet,Alive,October 31,0,0,0,0,,,,,,
1284,St. Shepherd Ju Peter,233.0,Five Elders,Co-Head of the World Government (Public),Alive,,0,0,0,0,,,,,,
1285,Saint Shepherd Sommers,1140.0,Knights of God,,Alive,,1,0,0,0,,,,,Paramecia,
1286,Shiki,0.0,Golden Lion Pirates,Pirate Captain/Admiral,Alive,March 20,1,0,0,0,Yano Country,71.0,,,Paramecia,
