,Official English Name,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Bounty,norm_bounty,haki_score,recent_freq,total_appearances,activity_score,alive,affiliation,total_bounty,norm_crew_bounty,road_poneglyph,crew_score,closeness
793,Kingdew,November 13,0,0,0,0,Grand Line,,,,,,0.0,0.0,9.0,0.0029933481152993346,True,,,,,,
794,Mushroom,,0,0,0,0,,,,,100000000.0,0.8208959427433579,0.0,,,,True,,,,,,
795,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
796,Kirintauros,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
797,Kisegawa,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
798,Kitton,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
799,Mozu and Kiwi,January 7,0,0,0,0,Grand Line,22.0,187.0,F,,,0.0,,,,True,,,,,,
800,Koala,October 25,0,0,0,0,,11.0,160.0,F,0.0,0.0,0.0,0.07,30.0,0.058977827050997786,True,,,,,,
801,Kobei,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
802,Coby,May 13,0,0,0,0,East Blue,16.0,167.0,F,500000000.0,0.8926186474302545,0.0,,,,True,,,,,,
803,Koda,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
804,Koito,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
805,Koiwa,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
806,Kojuro,,0,0,0,0,,,,,,,0.0,0.0,13.0,0.004323725055432372,True,,,,,,
807,Kokoro,October 5,0,0,0,0,Grand Line,70.0,168.0,S,,,0.0,0.0,50.0,0.01662971175166297,True,,,,,,
808,Komachiyo,,0,0,0,0,,,,,,,0.0,0.0,30.0,0.009977827050997782,True,,,,,,
809,Komakkov,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
810,Comane,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
811,Kombu,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
812,Kong,May 9,0,0,0,0,,,,,,,0.0,0.02,3.0,0.014997782705099777,True,,,,,,
813,Kopp,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
814,Koshi Falcon,,1,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
815,Kotatsu,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
816,Kotetsu,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
817,Hotori and Kotori,March 10,0,0,0,0,Sky Islands,25.0,179.0,S,,,0.0,,,,False,,,,,,0.0
818,Kozuki Hiyori,December 23,0,0,0,0,Grand Line,26.0,170.0,XF,,,0.0,,,,True,,,,,,
819,Kozuki Momonosuke,October 7,1,0,0,0,Grand Line,8.0,322.0,X,,,0.0,,,,True,,,,,,
820,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
821,Kozuki Oden,February 22,0,0,0,0,Grand Line,,382.0,F,0.0,0.0,0.0,,,,False,,,,,,0.0
822,Kozuki Sukiyaki,May 19,0,0,0,0,Grand Line,81.0,214.0,F,,,0.0,,,,True,,,,,,
823,Kozuki Toki,January 19,1,0,0,0,,,190.0,X,,,0.0,,,,False,,,,,,0.0
824,Koyama,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
825,Koza,May 26,0,0,0,0,Grand Line,20.0,177.0,X,,,0.0,0.02,18.0,0.019986696230598667,True,,,,,,
826,Koze,May 27,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Yes Pirates,129000000.0,0.7969898506827009,0.0,0.4781939104096205,
827,Krieg,September 19,0,0,0,0,East Blue,42.0,243.0,XF,17000000.0,0.7419307751901948,0.0,0.01,20.0,0.013651884700665189,True,,,,,,
828,Kujaku,September 18,1,0,0,0,North Blue,26.0,180.0,X,500000000.0,0.8926186474302545,0.0,0.05,6.0,0.036995565410199556,True,,,,,,
829,Kukai,,0,0,0,0,Wano Country,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
830,Kumadori,February 20,0,1,1,0,South Blue,34.0,338.0,XF,,,0.4,0.01,20.0,0.013651884700665189,True,,,,,,
831,Kumadori Yamanbako,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
832,Kuma-A,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
833,Kumagoro,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
834,Berry,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
835,Kumacy,September 4,0,0,0,0,,,,,,,0.0,,,,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
836,Kuni,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
837,Kunyun,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
838,Kureha,September 8,0,0,0,0,Grand Line,139.0,188.0,S,,,0.0,0.01,21.0,0.013984478935698447,True,,,,,,
839,Kuro,April 22,0,0,0,0,East Blue,33.0,207.0,X,16000000.0,0.7392291104837598,0.0,0.0,11.0,0.0036585365853658534,True,Black Cat Pirates,31000000.0,0.7361412005448258,0.0,0.4416847203268955,0.3108373845275802
840,Kurokoma,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
841,Kuromarimo,January 26,0,0,0,0,Grand Line,28.0,186.0,F,,,0.0,0.0,9.0,0.0029933481152993346,True,Bliking Pirates,0.0,0.0,0.0,0.0,
842,Kuroobi,October 25,0,0,0,0,Grand Line,36.0,252.0,S,9000000.0,0.7135886871706673,0.0,0.0,19.0,0.006319290465631929,True,,,,,,
843,Kurosawa,,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
844,Blackbeard,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
845,Kurozumi Higurashi,August 19,1,0,0,0,Grand Line,,193.0,F,,,0.0,0.0,3.0,0.0009977827050997783,False,,,,,,0.0
846,Kurozumi Kanjuro,July 21,1,1,1,0,Grand Line,,347.0,X,,,0.4,0.0,10.0,0.0033259423503325942,False,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.0
847,Kurozumi Orochi,September 23,1,0,0,0,Grand Line,,350.0,XF,,,0.0,0.0,41.0,0.013636363636363636,False,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.0
848,Kurozumi Semimaru,August 23,1,0,0,0,Grand Line,,116.0,F,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
849,Kurozumi Tama,March 3,1,0,0,0,Grand Line,8.0,108.0,F,,,0.0,0.02,4.0,0.015330376940133037,True,,,,,,
850,Kuzan,September 21,1,1,1,0,South Blue,47.0,298.0,F,,,0.4,0.06,12.0,0.04599113082039911,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
851,Kyo,,0,0,0,0,,,,,,,0.0,0.07,7.0,0.05132815964523282,False,,,,,,0.0
852,Kyros,September 22,0,0,0,0,Grand Line,44.0,298.0,S,0.0,0.0,0.0,0.01,40.0,0.020303769401330378,True,,,,,,
853,Kuween,May 30,0,0,0,0,,20.0,,,,,0.0,,,,True,,,,,,
854,Kyuji,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
855,Firstaid,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
856,Laboon,September 16,0,0,0,0,West Blue,51.0,40000.0,F,,,0.0,0.03,9.0,0.023993348115299334,True,,,,,,
857,Lacroix,June 8,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.01,9.0,0.009993348115299333,True,,,,,,
858,Lacuba,May 31,0,0,0,0,Grand Line,,,,17000000.0,0.7419307751901948,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
859,Lady Tree,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
860,Lafitte,March 13,0,0,0,0,West Blue,39.0,340.0,X,42200000.0,0.7824485072743546,0.0,,,,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
861,Lao G,October 7,0,0,0,0,North Blue,70.0,157.0,F,61000000.0,0.7988682096067687,0.0,0.0,18.0,0.005986696230598669,True,,,,,,
862,Lasky,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
863,Lassoo,January 4,1,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
864,Lemoncheese,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
865,Leo,July 24,1,0,0,0,Grand Line,25.0,23.0,S,,,0.0,0.03,50.0,0.037629711751662964,True,Tontatta Pirates,129000000.0,0.7969898506827009,0.0,0.4781939104096205,
866,Leonero,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
867,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
868,Lily,,0,0,0,0,North Blue,,,,,,0.0,0.0,8.0,0.0026607538802660754,False,,,,,,0.0
869,Lime Juice,,0,0,0,0,,,,,,,0.0,,,,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
870,Linaria,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
871,Linaria,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,Night Butterfly Pirates,0.0,0.0,0.0,0.0,
872,Lindbergh,May 21,0,1,1,0,,37.0,149.0,F,316000000.0,0.8721698297562486,0.4,0.03,7.0,0.023328159645232813,True,,,,,,
873,Lines,December 27,0,0,0,0,East Blue,,,,100000.0,0.5130604095720691,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
874,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
875,Lip Doughty,,0,0,0,0,,,,,88000000.0,0.8151991991592344,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
876,Little Oars Jr.,February 12,0,0,0,0,Grand Line,70.0,6000.0,F,550000000.0,0.8968660333330513,0.0,0.0,2.0,0.0006651884700665188,False,Little Pirates,550000000.0,0.8588747059544535,0.0,0.5153248235726721,0.0
877,Loki,,1,0,0,1,Grand Line,63.0,,,2600000000.0,0.9660891772909427,0.6,0.28,28.0,0.20531263858093127,True,,,,,,
878,Lola,,0,0,0,0,,,,,,,0.0,0.0,15.0,0.004988913525498891,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
879,Lonz,June 2,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,8.0,0.0026607538802660754,True,,,,,,
880,Local Sea Monster,September 14,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
881,Louis Arnote,December 20,0,0,0,0,Grand Line,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
882,Lucky Roux,July 6,0,0,0,0,South Blue,35.0,241.0,F,0.0,0.0,0.0,0.02,12.0,0.01799113082039911,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,0.15700394844135773
883,Du Feld,December 29,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
884,Lulis,,0,0,0,0,Grand Line,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
885,Machvise,August 13,1,0,0,0,North Blue,52.0,440.0,S,11000000.0,0.7225313394726605,0.0,0.0,19.0,0.006319290465631929,True,,,,,,
886,Macro,September 6,0,0,0,0,Grand Line,,,,,,0.0,0.0,14.0,0.004656319290465632,True,Macro Pirates,0.0,0.0,0.0,0.0,
887,Macro,September 6,0,0,0,0,Grand Line,,,,,,0.0,0.0,14.0,0.004656319290465632,True,Macro Pirates,0.0,0.0,0.0,0.0,
888,Macro,,0,0,0,0,,,,,,,0.0,0.0,14.0,0.004656319290465632,True,Macro Pirates,0.0,0.0,0.0,0.0,
889,Macro,,0,0,0,0,,,,,,,0.0,0.0,14.0,0.004656319290465632,True,Macro Pirates,0.0,0.0,0.0,0.0,
890,Madillo-Man,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
891,Mag,,0,0,0,0,,,,,,,0.0,0.16,16.0,0.11732150776053214,True,,,,,,
892,Magellan,October 9,1,0,0,0,Grand Line,45.0,491.0,X,,,0.0,0.01,18.0,0.012986696230598668,True,,,,,,
893,Magnolia,,0,0,0,0,,,,,,,0.0,0.03,3.0,0.021997782705099778,False,,,,,,0.0
894,Magura,October 30,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
895,Maha,,0,0,0,0,,,,,,,0.0,0.0,13.0,0.004323725055432372,False,,,,,,0.0
896,Maidy,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
897,Maki,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
898,Makino,February 23,0,0,0,0,East Blue,29.0,166.0,S,,,0.0,0.01,8.0,0.009660753880266075,True,,,,,,
899,Makino's Baby,,0,0,0,0,East Blue,0.0,,,,,0.0,,,,True,,,,,,
900,Makko,,0,0,0,0,,,,,1000000.0,0.6156720012870898,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
901,Mamboshi,March 30,0,0,0,0,Grand Line,20.0,473.0,S,,,0.0,,,,True,,,,,,
902,Mani,,0,0,0,0,North Blue,,,,,,0.0,0.0,6.0,0.0019955654101995565,False,,,,,,0.0
903,Manjaro,September 9,0,0,0,0,East Blue,25.0,202.0,S,,,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
904,Saint Manmayer Gunko,,1,0,0,0,,80.0,,,,,0.0,,,,True,,,,,,
905,Mancherie,January 28,1,0,0,0,Grand Line,25.0,20.0,X,,,0.0,,,,True,,,,,,
906,Marco,October 5,1,1,1,0,Grand Line,43.0,203.0,X,1374000000.0,0.9376670287403267,0.4,0.02,64.0,0.0352860310421286,True,,,,,,
907,St. Marcus Mars,,0,1,1,1,,,,,,,1.0,,,,True,,,,,,
908,Margarita,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
909,Margaret,April 9,0,0,0,0,Calm Belt,16.0,178.0,F,,,0.0,,,,True,Kuja Pirates,1739000000.0,0.9080011743060034,0.0,0.544800704583602,
910,Mari,,0,0,0,0,,,,,,,0.0,0.01,2.0,0.0076651884700665186,True,,,,,,
911,Maria Napole,,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
912,Marianne,April 29,0,0,0,0,North Blue,16.0,145.0,XF,29000000.0,0.7657315310724185,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
913,Marie,November 2,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
914,Marilyn,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
915,Marin,October 17,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
916,Mario,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
917,Marlon,,0,0,0,0,West Blue,,,,,,0.0,0.03,3.0,0.021997782705099778,False,,,,,,0.0
918,Marshall D. Teech,August 3,1,0,0,0,Grand Line,38.0,344.0,F,3996000000.0,0.985241924464681,0.0,,,,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
919,Marmieta,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
920,Mash,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
921,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
922,Masira,March 4,0,0,0,0,North Blue,23.0,345.0,F,23000000.0,0.7554015655484343,0.0,0.01,12.0,0.010991130820399111,True,Masira Pirates,23000000.0,0.7234026859918053,0.0,0.4340416115950832,0.3156270181476267
923,Masked Deuce,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
924,Massui,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
925,Boss,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
926,Local Sea Monster,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
927,Mato,,0,0,0,0,,44.0,,,,,0.0,0.05,6.0,0.036995565410199556,True,,,,,,
928,Mattryoshesses,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
929,Mattryoshesses,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
930,Mattryoshesses,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
931,Mattryoshesses,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
932,Matsuge,August 17,0,0,0,0,Grand Line,15.0,190.0,F,,,0.0,0.0,19.0,0.006319290465631929,True,,,,,,
933,Mouji,,0,0,0,0,,,,,,,0.0,,,,True,Tontatta Pirates,129000000.0,0.7969898506827009,0.0,0.4781939104096205,
934,Maynard,May 7,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,7.0,0.002328159645232816,True,,,,,,
935,Max Marx,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
936,Mayushka,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
937,McGuy,September 3,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
938,McKinley,,0,0,0,0,,,,,,,0.0,0.0,17.0,0.00565410199556541,True,,,,,,
939,Meadows,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
940,Mecha-Shark,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
941,Megalo,April 8,0,0,0,0,,,,,,,0.0,0.01,23.0,0.014649667405764965,True,,,,,,
942,Mello,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
943,Merry,January 22,0,0,0,0,East Blue,,,,,,0.0,0.01,8.0,0.009660753880266075,True,,,,,,
944,Gohngeddit Juanpeace,,0,0,0,0,,,,,,,0.0,,,,True,Germ Pirates,0.0,0.0,0.0,0.0,
945,Michael,July 18,0,0,0,0,,12.0,,,,,0.0,0.0,0.0,0.0,True,,,,,,
946,Mihal,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
947,Mikazuki,February 10,0,0,0,0,,,,,36000000.0,0.7753672589446313,0.0,0.0,1.0,0.0003325942350332594,True,Big Helmet Pirates,36000000.0,0.7425226307856869,0.0,0.44551357847141215,0.32177941222467843
948,Mikio Itoo,March 26,0,0,0,0,East Blue,,,,1000000.0,0.6156720012870898,0.0,0.0,0.0,0.0,True,,,,,,
949,Mikita,February 14,1,0,0,0,West Blue,22.0,177.0,XF,7500000.0,0.7054637427126527,0.0,0.01,1.0,0.007332594235033259,True,,,,,,
950,Miles,,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
951,Milky,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
952,Mille Pine,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
953,Milo,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
954,Minatomo,,0,0,0,0,,55.0,,,,,0.0,0.0,12.0,0.003991130820399113,True,,,,,,
955,Minatomo,,0,0,0,0,,,,,,,0.0,0.0,12.0,0.003991130820399113,True,,,,,,
956,Minister of the Left,July 2,0,0,0,0,Grand Line,62.0,435.0,X,,,0.0,0.02,25.0,0.022314855875831485,True,,,,,,
957,Minister of the Right,April 5,0,0,0,0,Grand Line,55.0,313.0,XF,,,0.0,0.02,26.0,0.02264745011086474,True,,,,,,
958,Minochihuahua,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
959,Minokoala,March 5,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,,,,,,
960,Minorhinoceros,March 1,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
961,Minoruba,February 18,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
962,Minotaur,March 4,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
963,Minozebra,March 7,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
964,Misery,,0,0,0,0,Grand Line,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,0.0
965,Mishinin Cashable,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
966,Miss Katherina,March 23,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
967,Miss Father's Day,June 21,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
968,Miss Friday,January 21,0,0,0,0,Grand Line,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,,,,,,
969,Miss Monday,January 24,0,0,0,0,Grand Line,,,,,,0.0,0.01,5.0,0.008662971175166297,True,,,,,,
970,Ms. Mother's Day,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
971,Ms. Saturday,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
972,Ms. Thursday,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
973,Ms. Tuesday,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
974,Miyagi,December 22,0,0,0,0,,,,,,,0.0,0.0,21.0,0.006984478935698447,True,,,,,,
975,Mizerka,,1,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
976,Mizuira,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
977,Mizuuta Madaisky,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
978,Mizuuta Mawaritosky,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
979,Moai,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
980,McTreenald,,0,0,0,0,,,,,,,0.0,,,,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
981,Mocha,June 28,0,0,0,0,Grand Line,9.0,692.0,S,,,0.0,0.0,24.0,0.007982261640798226,True,,,,,,
982,Mochi,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
983,Moda,June 1,0,0,0,0,,,,,,,0.0,0.02,3.0,0.014997782705099777,True,,,,,,
984,Mohji,October 1,0,0,0,0,East Blue,27.0,197.0,S,,,0.0,0.01,14.0,0.011656319290465633,True,Cross Guild,8848000000.0,0.9774301107626138,0.0,0.5864580664575683,
985,Momonga,June 6,0,1,1,0,Grand Line,46.0,251.0,F,500000000.0,0.8926186474302545,0.4,0.0,22.0,0.007317073170731707,True,,,,,,
986,Momoo,April 9,0,0,0,0,Grand Line,14.0,3600.0,S,,,0.0,0.0,6.0,0.0019955654101995565,True,Caribou Pirates,400000000.0,0.8452843444128213,0.0,0.5071706066476928,
987,Monda,April 3,0,0,0,0,,,,,,,0.0,0.0,5.0,0.0016629711751662971,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
988,Monet,August 27,1,0,0,0,North Blue,,227.0,X,,,0.0,0.0,23.0,0.007649667405764966,False,,,,,,0.0
989,Mon-ji,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
990,Monjiro,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,,,,,,
991,Monkey D. Dragon,October 5,0,0,0,0,East Blue,53.0,256.0,F,0.0,0.0,0.0,0.23,35.0,0.17264079822616407,True,,,,,,
992,Monkey D. Garp,May 2,0,1,1,1,East Blue,76.0,287.0,F,3000000000.0,0.9724662978477102,1.0,0.16,56.0,0.1306252771618625,True,,,,,,
993,Monkey D. Luffy,May 5,1,1,1,1,East Blue,19.0,174.0,F,3000000000.0,0.9724662978477102,1.0,0.56,902.0,0.692,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.9074129483826603
994,Monster,October 31,0,0,0,0,East Blue,,,,,,0.0,0.01,6.0,0.008995565410199555,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
995,Mont Blanc Cricket,September 11,0,0,0,0,North Blue,41.0,242.0,S,25000000.0,0.7591173685926569,0.0,0.01,10.0,0.010325942350332594,True,,,,,,
996,Mont Blanc Noland,October 9,0,0,0,0,North Blue,,220.0,S,,,0.0,0.0,6.0,0.0019955654101995565,False,,,,,,0.0
997,Moody,November 17,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
998,Moon Isaac Jr.,,0,0,0,0,,,,,,,0.0,0.03,6.0,0.022995565410199554,False,,,,,,0.0
999,Moqueca,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1000,Morgan,April 13,0,0,0,0,,42.0,285.0,XF,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
1001,Morgans,July 14,1,0,0,0,Grand Line,53.0,305.0,XF,,,0.0,0.09,25.0,0.07131485587583149,True,,,,,,
1002,Morley,September 11,1,1,1,0,West Blue,160.0,1253.0,F,293000000.0,0.8688021593421749,0.4,0.08,12.0,0.059991130820399106,True,,,,,,
1003,Mornin,October 15,0,0,0,0,East Blue,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
1004,Morollon,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1005,Shaggy,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1006,Mosh,,0,0,0,0,,,,,,,0.0,0.01,6.0,0.008995565410199555,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
1007,Motobaro,August 19,0,0,0,0,Grand Line,,,,,,0.0,0.0,7.0,0.002328159645232816,True,,,,,,
1008,Spots,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
1009,Mr. Motzel,September 7,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
1010,Mounbleten,January 9,0,0,0,0,East Blue,30.0,294.0,XF,,,0.0,,,,False,,,,,,0.0
1011,Mountain God,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1012,Mountain Ricky,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
1013,Mouse-Man,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
1014,Musse,June 3,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
1015,Mouthto Mouthyan,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
1016,Moyle,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
1017,Mozambia,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
